ticker,date,drop_pts,underlying_open,underlying_high,underlying_low,underlying_close,strike,contract,offset_from_low,opt_open,opt_high,opt_low,opt_close
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,623.0,O:QQQ260129C00623000,4.73,10.0,10.5,0.87,6.25
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,624.0,O:QQQ260129C00624000,5.73,8.96,8.96,0.67,5.15
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,625.0,O:QQQ260129C00625000,6.73,8.05,8.51,0.51,4.16
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,626.0,O:QQQ260129C00626000,7.73,7.45,7.45,0.39,3.16
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,627.0,O:QQQ260129C00627000,8.73,6.34,6.86,0.27,2.07
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,628.0,O:QQQ260129C00628000,9.73,5.87,5.98,0.17,1.36
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,629.0,O:QQQ260129C00629000,10.73,4.93,4.93,0.06,0.67
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,630.0,O:QQQ260129C00630000,11.73,4.01,4.46,0.03,0.28
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,620.0,O:QQQ260130C00620000,0.7,6.65,8.5,0.71,1.2
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,621.0,O:QQQ260130C00621000,1.7,5.97,7.6,0.14,0.36
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,622.0,O:QQQ260130C00622000,2.7,5.53,6.9,0.01,0.02
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,623.0,O:QQQ260130C00623000,3.7,4.39,6.0,0.01,0.01
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,624.0,O:QQQ260130C00624000,4.7,3.96,5.24,0.01,0.01
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,625.0,O:QQQ260130C00625000,5.7,2.99,4.49,0.01,0.01
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,626.0,O:QQQ260130C00626000,6.7,2.36,3.75,0.01,0.01
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,627.0,O:QQQ260130C00627000,7.7,1.9,3.1,0.01,0.01
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,628.0,O:QQQ260130C00628000,8.7,1.4,2.49,0.01,0.01
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,629.0,O:QQQ260130C00629000,9.7,1.08,1.95,0.01,0.01
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,630.0,O:QQQ260130C00630000,10.7,0.74,1.48,0.01,0.01
QQQ,2026-01-30,6.41,625.71,628.256,619.2975,621.87,631.0,O:QQQ260130C00631000,11.7,0.64,1.09,0.01,0.01
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,611.0,O:QQQ260203C00611000,0.04,12.87,12.87,1.46,5.49
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,612.0,O:QQQ260203C00612000,1.04,13.22,13.22,0.94,4.26
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,613.0,O:QQQ260203C00613000,2.04,12.7,12.7,0.58,3.48
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,614.0,O:QQQ260203C00614000,3.04,13.6,13.6,0.35,2.5
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,615.0,O:QQQ260203C00615000,4.04,12.16,12.16,0.2,1.53
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,616.0,O:QQQ260203C00616000,5.04,11.9,11.9,0.12,0.7
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,617.0,O:QQQ260203C00617000,6.04,10.44,10.44,0.06,0.17
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,618.0,O:QQQ260203C00618000,7.04,10.49,10.49,0.01,0.03
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,619.0,O:QQQ260203C00619000,8.04,8.37,8.37,0.01,0.02
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,620.0,O:QQQ260203C00620000,9.04,8.4,8.4,0.01,0.01
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,621.0,O:QQQ260203C00621000,10.04,7.06,7.64,0.01,0.01
QQQ,2026-02-03,17.34,628.3,629.98,610.96,616.52,622.0,O:QQQ260203C00622000,11.04,6.28,6.63,0.01,0.01
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,601.0,O:QQQ260204C00601000,0.53,12.67,13.65,2.35,5.34
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,602.0,O:QQQ260204C00602000,1.53,11.18,12.7,1.87,4.98
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,603.0,O:QQQ260204C00603000,2.53,11.07,12.27,1.34,3.51
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,604.0,O:QQQ260204C00604000,3.53,10.05,11.24,0.9,3.15
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,605.0,O:QQQ260204C00605000,4.53,9.76,9.96,0.59,2.32
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,606.0,O:QQQ260204C00606000,5.53,7.7,8.99,0.34,1.61
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,607.0,O:QQQ260204C00607000,6.53,7.7,8.6,0.19,0.92
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,608.0,O:QQQ260204C00608000,7.53,6.78,7.91,0.08,0.49
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,609.0,O:QQQ260204C00609000,8.53,5.96,6.98,0.04,0.22
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,610.0,O:QQQ260204C00610000,9.53,6.31,6.36,0.02,0.11
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,611.0,O:QQQ260204C00611000,10.53,5.0,5.61,0.01,0.05
QQQ,2026-02-04,14.55,615.02,615.1,600.47,605.75,612.0,O:QQQ260204C00612000,11.53,4.57,4.84,0.01,0.02
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,595.0,O:QQQ260205C00595000,0.24,6.75,10.13,0.98,1.52
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,596.0,O:QQQ260205C00596000,1.24,6.04,9.51,0.45,0.77
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,597.0,O:QQQ260205C00597000,2.24,6.06,9.0,0.21,0.31
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,598.0,O:QQQ260205C00598000,3.24,5.5,8.1,0.09,0.1
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,599.0,O:QQQ260205C00599000,4.24,4.67,7.4,0.02,0.02
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,600.0,O:QQQ260205C00600000,5.24,4.18,6.67,0.01,0.01
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,601.0,O:QQQ260205C00601000,6.24,3.87,6.0,0.01,0.01
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,602.0,O:QQQ260205C00602000,7.24,3.43,5.31,0.01,0.01
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,603.0,O:QQQ260205C00603000,8.24,3.0,4.7,0.01,0.01
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,604.0,O:QQQ260205C00604000,9.24,2.56,4.1,0.01,0.01
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,605.0,O:QQQ260205C00605000,10.24,2.15,3.55,0.01,0.01
QQQ,2026-02-05,5.45,600.21,604.81,594.76,597.03,606.0,O:QQQ260205C00606000,11.24,1.76,3.04,0.01,0.01
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,612.0,O:QQQ260210C00612000,0.99,4.07,5.35,0.05,0.11
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,613.0,O:QQQ260210C00613000,1.99,3.52,4.44,0.01,0.01
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,614.0,O:QQQ260210C00614000,2.99,2.88,3.59,0.01,0.01
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,615.0,O:QQQ260210C00615000,3.99,2.24,2.81,0.01,0.01
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,616.0,O:QQQ260210C00616000,4.99,1.67,2.11,0.01,0.01
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,617.0,O:QQQ260210C00617000,5.99,1.19,1.51,0.01,0.01
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,618.0,O:QQQ260210C00618000,6.99,0.8,1.01,0.01,0.01
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,619.0,O:QQQ260210C00619000,7.99,0.49,0.64,0.01,0.01
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,620.0,O:QQQ260210C00620000,8.99,0.31,0.4,0.01,0.01
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,621.0,O:QQQ260210C00621000,9.99,0.18,0.22,0.01,0.01
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,622.0,O:QQQ260210C00622000,10.99,0.1,0.12,0.01,0.01
QQQ,2026-02-10,4.29,615.305,617.02,611.01,611.47,623.0,O:QQQ260210C00623000,11.99,0.06,0.06,0.01,0.01
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,608.0,O:QQQ260211C00608000,0.31,8.66,9.73,2.2,5.08
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,609.0,O:QQQ260211C00609000,1.31,7.76,8.69,1.73,4.04
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,610.0,O:QQQ260211C00610000,2.31,6.83,7.87,1.32,2.87
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,611.0,O:QQQ260211C00611000,3.31,5.98,6.9,0.97,1.7
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,612.0,O:QQQ260211C00612000,4.31,5.1,6.0,0.62,1.01
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,613.0,O:QQQ260211C00613000,5.31,4.31,5.14,0.24,0.27
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,614.0,O:QQQ260211C00614000,6.31,3.54,4.31,0.01,0.01
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,615.0,O:QQQ260211C00615000,7.31,2.83,3.57,0.01,0.01
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,616.0,O:QQQ260211C00616000,8.31,2.17,2.84,0.01,0.01
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,617.0,O:QQQ260211C00617000,9.31,1.6,2.2,0.01,0.01
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,618.0,O:QQQ260211C00618000,10.31,2.5,2.5,0.01,0.01
QQQ,2026-02-11,8.69,616.38,617.52,607.69,613.11,619.0,O:QQQ260211C00619000,11.31,0.6,1.13,0.01,0.01
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,600.0,O:QQQ260212C00600000,0.43,15.12,15.53,0.54,1.59
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,601.0,O:QQQ260212C00601000,1.43,12.24,12.24,0.2,0.66
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,602.0,O:QQQ260212C00602000,2.43,10.84,11.27,0.06,0.14
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,603.0,O:QQQ260212C00603000,3.43,12.43,12.43,0.01,0.03
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,604.0,O:QQQ260212C00604000,4.43,11.38,11.38,0.01,0.01
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,605.0,O:QQQ260212C00605000,5.43,9.5,10.85,0.01,0.01
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,606.0,O:QQQ260212C00606000,6.43,9.01,9.3,0.01,0.01
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,607.0,O:QQQ260212C00607000,7.43,7.96,9.08,0.01,0.01
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,608.0,O:QQQ260212C00608000,8.43,7.37,7.94,0.01,0.01
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,609.0,O:QQQ260212C00609000,9.43,6.33,7.02,0.01,0.01
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,610.0,O:QQQ260212C00610000,10.43,5.64,6.2,0.01,0.01
QQQ,2026-02-12,15.14,614.71,615.81,599.5699,600.64,611.0,O:QQQ260212C00611000,11.43,4.5,5.25,0.01,0.01
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,597.0,O:QQQ260213C00597000,0.58,5.38,9.37,3.35,5.04
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,598.0,O:QQQ260213C00598000,1.58,4.9,8.4,2.35,4.06
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,599.0,O:QQQ260213C00599000,2.58,5.58,7.5,1.5,2.37
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,600.0,O:QQQ260213C00600000,3.58,3.31,6.5,0.82,1.7
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,601.0,O:QQQ260213C00601000,4.58,2.77,5.6,0.29,0.72
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,602.0,O:QQQ260213C00602000,5.58,2.38,4.7,0.04,0.11
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,603.0,O:QQQ260213C00603000,6.58,1.95,3.8,0.01,0.01
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,604.0,O:QQQ260213C00604000,7.58,1.56,3.01,0.01,0.01
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,605.0,O:QQQ260213C00605000,8.58,1.24,2.45,0.01,0.01
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,606.0,O:QQQ260213C00606000,9.58,0.93,1.96,0.01,0.01
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,607.0,O:QQQ260213C00607000,10.58,0.83,1.52,0.01,0.01
QQQ,2026-02-13,4.01,600.43,606.48,596.42,601.92,608.0,O:QQQ260213C00608000,11.58,0.56,1.15,0.01,0.01
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,594.0,O:QQQ260217C00594000,0.66,5.87,9.84,2.24,7.11
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,595.0,O:QQQ260217C00595000,1.66,5.48,8.72,1.77,6.35
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,596.0,O:QQQ260217C00596000,2.66,4.49,7.94,1.38,5.13
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,597.0,O:QQQ260217C00597000,3.66,4.0,6.89,1.06,3.99
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,598.0,O:QQQ260217C00598000,4.66,3.18,6.0,0.77,3.2
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,599.0,O:QQQ260217C00599000,5.66,2.68,4.91,0.58,2.28
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,600.0,O:QQQ260217C00600000,6.66,2.16,4.03,0.42,1.22
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,601.0,O:QQQ260217C00601000,7.66,0.44,3.34,0.13,0.39
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,602.0,O:QQQ260217C00602000,8.66,1.32,2.75,0.02,0.02
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,603.0,O:QQQ260217C00603000,9.66,1.01,2.2,0.01,0.01
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,604.0,O:QQQ260217C00604000,10.66,0.79,1.72,0.01,0.01
QQQ,2026-02-17,5.03,598.375,603.95,593.34,601.3,605.0,O:QQQ260217C00605000,11.66,0.57,1.3,0.01,0.01
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,600.0,O:QQQ260223C00600000,0.95,7.14,8.22,0.42,1.8
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,601.0,O:QQQ260223C00601000,1.95,6.27,7.39,0.08,0.62
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,602.0,O:QQQ260223C00602000,2.95,5.54,6.4,0.01,0.04
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,603.0,O:QQQ260223C00603000,3.95,5.24,5.76,0.01,0.01
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,604.0,O:QQQ260223C00604000,4.95,4.02,4.96,0.01,0.01
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,605.0,O:QQQ260223C00605000,5.95,3.43,4.2,0.01,0.01
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,606.0,O:QQQ260223C00606000,6.95,2.81,3.54,0.01,0.01
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,607.0,O:QQQ260223C00607000,7.95,2.23,2.87,0.01,0.01
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,608.0,O:QQQ260223C00608000,8.95,1.62,2.28,0.01,0.01
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,609.0,O:QQQ260223C00609000,9.95,1.24,1.72,0.01,0.01
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,610.0,O:QQQ260223C00610000,10.95,0.92,1.28,0.01,0.01
QQQ,2026-02-23,7.56,606.605,608.01,599.05,601.41,611.0,O:QQQ260223C00611000,11.95,0.6,0.9,0.01,0.01
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,604.0,O:QQQ260226C00604000,0.02,10.96,10.96,1.67,4.93
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,605.0,O:QQQ260226C00605000,1.02,9.92,10.39,1.08,4.0
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,606.0,O:QQQ260226C00606000,2.02,9.34,9.34,0.69,2.86
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,607.0,O:QQQ260226C00607000,3.02,8.5,8.73,0.4,2.04
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,608.0,O:QQQ260226C00608000,4.02,7.24,7.74,0.22,0.96
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,609.0,O:QQQ260226C00609000,5.02,7.2,7.2,0.09,0.18
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,610.0,O:QQQ260226C00610000,6.02,6.44,6.44,0.01,0.01
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,611.0,O:QQQ260226C00611000,7.02,5.77,5.77,0.01,0.01
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,612.0,O:QQQ260226C00612000,8.02,4.98,4.98,0.01,0.01
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,613.0,O:QQQ260226C00613000,9.02,4.24,4.24,0.01,0.01
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,614.0,O:QQQ260226C00614000,10.02,3.38,3.57,0.01,0.01
QQQ,2026-02-26,11.61,615.59,615.59,603.98,609.24,615.0,O:QQQ260226C00615000,11.02,2.8,2.8,0.01,0.01
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,592.0,O:QQQ260303C00592000,0.13,7.61,11.41,2.55,9.25
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,593.0,O:QQQ260303C00593000,1.13,5.46,10.39,2.09,8.1
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,594.0,O:QQQ260303C00594000,2.13,4.64,9.79,1.65,7.8
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,595.0,O:QQQ260303C00595000,3.13,4.08,8.91,1.28,6.15
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,596.0,O:QQQ260303C00596000,4.13,3.56,7.79,0.98,5.25
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,597.0,O:QQQ260303C00597000,5.13,3.0,6.93,0.75,4.12
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,598.0,O:QQQ260303C00598000,6.13,2.49,6.0,0.56,3.12
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,599.0,O:QQQ260303C00599000,7.13,2.04,5.0,0.42,2.4
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,600.0,O:QQQ260303C00600000,8.13,1.65,4.09,0.32,1.13
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,601.0,O:QQQ260303C00601000,9.13,1.26,3.19,0.24,0.35
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,602.0,O:QQQ260303C00602000,10.13,1.05,2.4,0.03,0.03
QQQ,2026-03-03,4.46,596.33,603.96,591.87,601.58,603.0,O:QQQ260303C00603000,11.13,0.8,1.7,0.01,0.01
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,603.0,O:QQQ260305C00603000,0.74,5.72,9.3,1.05,5.43
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,604.0,O:QQQ260305C00604000,1.74,4.97,8.76,0.63,4.45
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,605.0,O:QQQ260305C00605000,2.74,4.33,8.0,0.36,3.5
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,606.0,O:QQQ260305C00606000,3.74,3.6,7.01,0.17,2.32
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,607.0,O:QQQ260305C00607000,4.74,2.95,6.18,0.07,1.52
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,608.0,O:QQQ260305C00608000,5.74,2.46,5.31,0.04,0.49
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,609.0,O:QQQ260305C00609000,6.74,1.92,4.46,0.02,0.05
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,610.0,O:QQQ260305C00610000,7.74,1.54,3.68,0.01,0.01
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,611.0,O:QQQ260305C00611000,8.74,1.15,2.96,0.01,0.01
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,612.0,O:QQQ260305C00612000,9.74,0.86,2.31,0.01,0.01
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,613.0,O:QQQ260305C00613000,10.74,0.62,1.74,0.01,0.01
QQQ,2026-03-05,5.14,607.4,612.76,602.26,608.91,614.0,O:QQQ260305C00614000,11.74,0.44,1.25,0.01,0.01
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,606.0,O:QQQ260311C00606000,0.97,4.48,6.86,0.81,1.35
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,607.0,O:QQQ260311C00607000,1.97,3.96,6.04,0.22,0.42
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,608.0,O:QQQ260311C00608000,2.97,3.25,5.19,0.02,0.03
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,609.0,O:QQQ260311C00609000,3.97,2.54,4.44,0.01,0.01
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,610.0,O:QQQ260311C00610000,4.97,2.2,3.68,0.01,0.01
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,611.0,O:QQQ260311C00611000,5.97,1.63,3.0,0.01,0.01
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,612.0,O:QQQ260311C00612000,6.97,1.14,2.38,0.01,0.01
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,613.0,O:QQQ260311C00613000,7.97,0.8,1.84,0.01,0.01
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,614.0,O:QQQ260311C00614000,8.97,0.55,1.37,0.01,0.01
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,615.0,O:QQQ260311C00615000,9.97,0.36,0.99,0.01,0.01
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,616.0,O:QQQ260311C00616000,10.97,0.18,0.7,0.01,0.01
QQQ,2026-03-11,3.92,608.95,612.43,605.03,607.69,617.0,O:QQQ260311C00617000,11.97,0.13,0.48,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,598.0,O:QQQ260312C00598000,0.95,6.15,6.63,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,599.0,O:QQQ260312C00599000,1.95,5.62,5.9,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,600.0,O:QQQ260312C00600000,2.95,4.61,5.14,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,601.0,O:QQQ260312C00601000,3.95,3.72,4.36,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,602.0,O:QQQ260312C00602000,4.95,3.08,3.7,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,603.0,O:QQQ260312C00603000,5.95,2.64,3.08,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,604.0,O:QQQ260312C00604000,6.95,2.08,2.53,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,605.0,O:QQQ260312C00605000,7.95,1.68,2.0,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,606.0,O:QQQ260312C00606000,8.95,1.3,1.57,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,607.0,O:QQQ260312C00607000,9.95,0.91,1.2,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,608.0,O:QQQ260312C00608000,10.95,0.74,0.88,0.01,0.01
QQQ,2026-03-12,5.71,602.76,604.14,597.05,597.26,609.0,O:QQQ260312C00609000,11.95,0.5,0.65,0.01,0.01
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,593.0,O:QQQ260313C00593000,0.43,7.85,10.86,0.14,0.15
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,594.0,O:QQQ260313C00594000,1.43,6.64,9.77,0.01,0.01
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,595.0,O:QQQ260313C00595000,2.43,5.68,8.6,0.01,0.01
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,596.0,O:QQQ260313C00596000,3.43,5.02,7.8,0.01,0.01
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,597.0,O:QQQ260313C00597000,4.43,4.28,7.0,0.01,0.01
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,598.0,O:QQQ260313C00598000,5.43,3.55,6.13,0.01,0.01
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,599.0,O:QQQ260313C00599000,6.43,3.04,5.3,0.01,0.01
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,600.0,O:QQQ260313C00600000,7.43,2.3,4.51,0.01,0.01
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,601.0,O:QQQ260313C00601000,8.43,1.85,3.76,0.01,0.01
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,602.0,O:QQQ260313C00602000,9.43,1.43,3.03,0.01,0.01
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,603.0,O:QQQ260313C00603000,10.43,1.05,2.4,0.01,0.01
QQQ,2026-03-13,7.16,599.73,603.5999,592.57,593.72,604.0,O:QQQ260313C00604000,11.43,0.81,1.84,0.01,0.01
QQQ,2026-03-18,6.93,601.49,603.16,594.56,594.9,595.0,O:QQQ260318C00595000,0.44,7.78,8.46,0.09,0.11
